hsChr Start Stop
hs15 26487795 26681850
hs15 26658974 26823368
hs15 27648354 27869349
hs15 28106102 28294834
hs15 28366411 28585632
hs15 28694446 28838991
hs15 28741917 28933756
hs15 28918532 29091761
hs15 28991719 29121336
hs15 29764064 29887441
hs15 30316092 30502594
hs15 30437684 30628015
hs15 30453948 30621426
hs15 31396064 31571310
hs15 32496805 32698463
hs15 34377740 34564894
hs15 37687051 37882173
hs13 23106479 23257571
hs15 52140912 52180322
hs15 52886475 53036783
hs15 55443661 55609267
hs15 57262098 57395836
hs15 67942186 68102408
hs15 75022951 75180695
hs15 75785429 75908960
hs15 82630622 82775276
hs15 84519270 84687942
hs15 89255430 89442753
hs15 89340549 89400706
hs15 94938374 95090825
hs16 273376 466227
hs16 496514 618161
hs16 496514 649093
hs16 1207598 1308869
hs16 1824310 1901486
hs16 1883104 1970662
hs16 2425371 2583241
hs16 2551249 2754990
hs16 2871058 2935707
hs16 3142783 3249414
hs16 3945870 4125558
hs16 14631546 14759652
hs16 15202458 15407666
hs16 15316547 15425383
hs16 15816905 15981312
hs16 16453835 16649933
hs16 16509328 16715772
hs16 16627631 16816757
hs16 18362910 18589725
hs16 20943308 21139458
hs16 22371369 22506131
hs16 22421633 22589139
hs16 22443974 22614048
hs16 23996676 24177670
hs16 25236644 25272092
hs16 28264979 28492987
hs16 28456878 28590949
hs16 29546566 29726856
hs16 29970761 30091982
hs16 30752553 30915364
hs16 30771743 30955552
hs16 31864841 31995752
hs16 32009435 32190330
hs16 32095829 32201223
hs16 32541844 32719609
hs16 33282451 33452721
hs16 33396660 33579116
hs16 33883095 33903211
hs16 33920600 33927835
hs16 34289162 34490212
hs16 34357730 34545210
hs16 34515401 34713569
hs16 51366066 51539608
hs16 52637162 52791879
hs16 53793981 53945033
hs16 54850768 55038253
hs16 56168630 56339281
hs16 59300869 59479079
hs16 59673242 59825239
hs16 63973728 64146306
hs16 64890096 65062473
hs16 68598107 68799077
hs16 68743195 68910835
hs16 68927271 69127224
hs16 72892289 73055634
hs16 73711673 73888135
hs16 78899246 79107184
hs16 81889263 81952169
hs16 85906951 86092333
hs16 86025064 86192948
hs16 86416913 86569656
hs16 87147647 87292103
hs16 87261340 87351530
hs16 87361369 87538812
hs16 87373803 87560553
hs16 88272375 88335692
hs16 88320000 88443715
hs17 907029 997949
hs17 925649 988412
hs17 2555411 2633546
hs17 3476232 3656125
hs17 3672217 3830266
hs17 4178540 4358570
hs17 4496300 4710353
hs17 4635332 4800000
hs17 4703112 4835308
hs17 7873762 8031618
hs17 9745074 9904704
hs17 17405360 17449863
hs11 92725666 92905523
hs17 18215872 18395498
hs17 18503340 18688049
hs17 18990988 19205701
hs17 20185621 20373865
hs17 20236818 20342622
hs17 20282300 20448380
hs17 21718878 21834063
hs17 26576214 26749754
hs9 44772753 44801079
hs17 32240519 32455752
hs17 33267468 33427467
hs17 31527641 31675279
hs17 33369043 33427467
hs17 33585687 33697018
hs17 34574333 34730322
hs17 38864523 39045455
hs17 39541447 39730194
hs17 40072682 40258767
hs17 41000969 41140944
hs17 41519537 41644115
hs17 41590929 41719579
hs11 48436073 48645904
hs17 42061812 42244748
hs17 42418934 42607623
hs17 44811770 44983469
hs17 45949241 46110829
hs17 46400486 46560339
hs17 49496217 49675287
hs17 57650339 57826573
hs17 58580927 58798390
hs17 60152896 60327536
hs17 60162470 60315332
hs17 60217926 60370955
hs2 64678681 64855434
hs17 61192768 61362735
hs17 62285481 62454197
hs17 67541685 67740709
hs17 69778938 69931286
hs17 70804880 70967699
hs17 71103218 71279315
hs17 71716175 71906903
hs17 73864143 73968946
hs17 74545569 74729151
hs17 74849625 75033343
hs17 76600967 76762177
hs11 124705792 124839738
hs6 19933676 20101849
hs17 77073553 77154421
hs17 77073553 77213226
hs17 77390102 77562577
hs17 77464559 77531108
hs17 77799835 78006515
hs18 511332 715019
hs18 9391631 9587291
hs18 14422183 14599021
hs18 24344568 24490809
hs18 25849306 25897384
hs18 26342779 26505574
hs18 28046335 28218210
hs5 18187049 18365456
hs18 33200000 33382388
hs18 35066933 35247233
hs18 42660422 42808151
hs18 42800352 42968870
hs18 44791561 44965941
hs18 48220604 48386185
hs18 57717556 57928709
hs18 59429883 59591368
hs18 62124969 62271091
hs18 65856696 66078429
hs18 71838977 71930686
hs7 57999339 58018613
hs18 75275649 75427593
hs19 902642 1095485
hs19 1331125 1495933
hs19 2082210 2200763
hs19 2138091 2323221
hs19 2484003 2613636
hs19 2928775 3109041
hs19 2955274 3113119
hs19 3181780 3316288
hs19 3515421 3578359
hs19 4072257 4225851
hs19 4276242 4329049
hs19 6450800 6626432
hs19 6783400 6928162
hs19 7931451 8109195
hs19 8665784 8736725
hs19 8681095 8714315
hs19 8714320 8784826
hs19 8714437 8784792
hs19 8758671 8832847
hs19 9827946 10013416
hs19 10049332 10223589
hs19 10650428 10814432
hs19 10728678 10897044
hs19 13697718 13923800
hs19 13991013 14149003
hs19 14353599 14475873
hs19 17643691 17796856
hs19 18074761 18156329
hs19 18074761 18251074
hs19 21455378 21637562
hs19 24061057 24216635
hs19 32535227 32599962
hs19 41033021 41191271
hs19 41211643 41316776
hs19 42882562 43105889
hs19 45952203 46026437
hs19 47912047 48115213
hs19 48162116 48366577
hs19 50285728 50485522
hs19 51898389 52062144
hs19 53177608 53379386
hs19 53445212 53619236
hs19 53945167 54144850
hs19 54042935 54181552
hs19 54192079 54368335
hs19 54526058 54801852
hs19 54643858 54765745
hs19 54746859 54928888
hs19 54767615 54925355
hs19 54928889 55138293
hs19 59041022 59190183
hs19 59464633 59721885
hs19 59865879 60069408
hs19 63182937 63368540
hs19 63543177 63680223
hs20 376488 549236
hs20 3076070 3238538
hs20 6160583 6187718
hs20 6357810 6503779
hs20 7288381 7476529
hs20 12852689 13012426
hs20 15713372 15925337
hs20 16082347 16250763
hs20 22605016 22651454
hs20 23754289 23969865
hs20 26145923 26262296
hs20 29297109 29341866
hs20 30174844 30352253
hs20 30806784 30959459
hs20 32979153 33164714
hs20 33989555 34143087
hs20 35879175 35971325
hs20 38231285 38408361
hs20 39114016 39275069
hs20 45976880 45997244
hs20 48087051 48213089
hs20 48675562 48870362
hs20 51615905 51742773
hs20 51647272 51837964
hs20 60738089 60897084
hs20 61041181 61192343
hs20 61178258 61326392
hs20 61234049 61347722
hs20 61315794 61409958
hs20 61523233 61656784
hs20 61564623 61727698
hs21 9721646 9791026
hs21 9749033 9791026
hs21 9769017 9959722
hs21 9783030 9961611
hs21 9914909 9960850
hs21 10037729 10121693
hs21 13879420 14043771
hs21 14822550 15034721
hs21 16889257 17064095
hs21 20801914 20976458
hs21 32080140 32266308
hs21 43979753 44118974
hs21 44693780 44754475
hs22 14453375 14610765
hs22 14453375 14660949
hs22 14747425 14952669
hs22 16596657 16767204
hs22 18267966 18449970
hs22 19089359 19281242
hs22 19664133 19854524
hs22 19847992 19998605
hs22 19847992 20006849
hs22 20105069 20280089
hs22 21035693 21227208
hs22 21112876 21296725
hs22 21253838 21445636
hs22 21400751 21552729
hs22 21502520 21679640
hs22 22078703 22232492
hs22 22730730 22872351
hs22 33712145 33885243
hs22 33774663 33959525
hs22 35061870 35236758
hs22 36018992 36145446
hs22 36718411 36878963
hs22 36789449 36966456
hs22 38300536 38462944
hs22 40008600 40189740
hs22 40089563 40279978
hs22 45274089 45518145
hs22 46649763 46893546
hs22 49270612 49415509
hs22 49413876 49518700
hs1 120727975 120875167
hs1 96033916 96165291
hs1 53418151 53497027
hs1 17325509 17357086
hs1 9089163 9197219
hs1 143971149 144320665
hs1 17279980 17415709
hs1 236508584 236714485
hs2 32532164 33063930
hs2 32265834 33054085
hs2 7925294 8474950
hs2 544629 698009
hs2 454320 1051765
hs2 17056039 17204865
hs3 21039897 21195101
hs3 915869 1423517
hs3 959214 1628443
hs3 2117080 3331591
hs3 1872571 2830211
hs3 127668076 127719390
hs3 163198868 163348812
hs3 185499977 185626195
hs4 66131141 66242489
hs4 39504050 39725836
hs4 131711255 131855503
hs5 85034919 85205077
hs5 158886840 159119774
hs5 171886949 171987318
hs6 31348933 31430913
hs6 4690427 5018221
hs6 67278935 67371216
hs6 96512980 96650397
hs6 161969747 162122785
hs6 161131161 161362367
hs6 162443825 162725790
hs6 167988426 168181521
hs6 167940774 168214029
hs6 167911176 168204027
hs6 167918511 168214029
hs6 167911176 168238769
hs6 167935629 168290253
hs6 167813145 168290253
hs7 17207480 17458368
hs7 61534850 62234750
hs7 61525252 62337812
hs7 63347174 64269776
hs7 76090751 76210000
hs7 75754153 76451702
hs7 89238404 89556425
hs7 94011081 94422566
hs7 100620169 100786851
hs7 100530205 100803191
hs7 111360255 112415163
hs7 142918156 143366968
hs7 152849210 153357443
hs7 157149022 157546689
hs8 6349797 6769003
hs8 2153586 2431221
hs8 2163275 2553922
hs8 1972946 2450699
hs8 1982590 2020207
hs8 47497632 47562753
hs8 56782207 56887550
hs8 87616509 88896042
hs8 105642552 105815505
hs9 25840788 25978298
hs9 17386711 17588187
hs9 12438789 13117738
hs9 70424665 70853160
hs9 115851115 116406464
hs9 115832765 116394683
hs9 137374403 137469432
hs10 44364167 44577690
hs10 46999176 47036421
hs10 91930522 92537538
hs10 134978224 135114035
hs10 134935158 135114035
hs10 134929791 135114035
hs10 134853407 135114035
hs10 134853407 135114035
hs11 35906274 36945491
hs11 66990898 67383477
hs11 72324166 72485513
hs11 106984572 107061035
hs11 134065431 134179378
hs11 133713174 134119769
hs11 133679543 134096351
hs12 31019399 31217775
hs12 31114046 31151259
hs12 31126055 31166437
hs12 31110214 31160019
hs12 31114046 31165781
hs12 31114046 31166437
hs12 31112322 31165781
hs12 31110214 31173418
hs12 31754627 31821989
hs12 30994457 31166437
hs12 30963226 31168103
hs12 30994457 31237262
hs12 30846078 31341082
hs12 24410659 25112953
hs12 19222190 19326762
hs12 19153698 19397638
hs12 18844289 19455628
hs12 7726833 7878857
hs12 7753448 7943463
hs12 7746428 7945023
hs12 7714691 7924950
hs12 7753448 7964299
hs12 7723833 7943463
hs12 7746428 7998084
hs12 7723833 7998084
hs12 7665787 7961356
hs12 30994457 31166437
hs12 36390141 37047914
hs12 36390141 37357001
hs12 62064794 62303324
hs12 70772200 71461848
hs12 107710583 108040548
hs12 122575629 122651642
hs13 21670723 22888451
hs13 23595584 23788928
hs13 22229982 22632940
hs13 22227699 23854929
hs14 21001464 21239342
hs14 43744365 43863188
hs14 44918600 45395434
hs14 42652665 43191104
hs14 105899784 106074012
hs15 27790481 28002628
hs15 30586230 31008507
hs15 29596179 30162313
hs15 80080119 80213455
hs15 99704914 99951643
hs16 9915810 10323018
hs16 1 2713166
hs16 73939263 74014264
hs16 79623534 79738228
hs17 60543 963131
hs17 22831080 22974827
hs17 48493902 48661611
hs17 52851727 52878314
hs17 69182777 70073273
hs18 60125616 60303316
hs19 17501677 17550862
hs19 202718 355517
hs19 6700581 6937831
hs19 6661065 6925438
hs19 6689841 6925438
hs19 50368545 50461645
hs19 59857965 59880396
hs19 59778542 59950557
hs20 7897426 8392248
hs20 60216284 60775837
hs21 18779734 18898359
hs21 24077624 24332553
hs22 15274543 15543688
hs22 15274543 15557348
hs22 17142849 17223942
hs22 17158876 17234973
hs22 20474108 20772159
hs22 20482248 20925246
hs22 20487964 21442582
hs22 23842251 24129870
hs22 30816448 31118258
hsX 6330011 6624726
hsX 6289519 6719757
hsX 7409834 7962862
hsX 115660570 115804952
hs1 102223324 102569407
hs1 72594444 72921239
hs3 75326969 75678623
hs3 75332778 75935986
hs3 79366217 81386046
hs3 60167241 60309595
hs3 63476509 63624979
hs3 20138612 20601960
hs3 4483871 4631225
hs3 1917406 2649253
hs3 107633368 107902917
hs3 162725083 162908626
hs3 170836640 171075566
hs4 5633767 5698188
hs4 101619007 101700685
hs4 135858960 136165433
hs4 168475112 168730333
hs5 18692894 19240582
hs5 9811100 9848587
hs5 96915087 97041210
hs5 104308074 104380631
hs5 120302094 120358372
hs5 117470705 117915809
hs6 31323928 31430913
hs6 23574059 23708438
hs6 4045332 4178453
hs6 4045332 4322395
hs6 66905974 66973527
hs6 91875229 92055469
hs6 95188421 95286001
hs6 95528847 96244974
hs6 144616284 144773323
hs7 8738402 8831946
hs7 12705816 12850075
hs7 64269776 64455461
hs7 89237888 89522125
hs7 93487194 93793525
hs7 110608962 110945310
hs7 124570109 125041439
hs8 4040046 4114650
hs8 4446054 4629092
hs8 5394807 5761353
hs8 5473011 6112336
hs8 137608702 137817175
hs9 25108499 25204172
hs9 11502989 11665590
hs9 11809951 12002316
hs9 9637540 9877820
hs9 28434243 28630263
hs9 103776650 103918626
hs9 114590160 114696254
hs9 138598408 139364371
hs10 27471372 27615376
hs10 67603464 67658895
hs10 67528141 67971209
hs11 26286446 26430217
hs11 24961193 25503241
hs11 5043868 5082567
hs11 64069067 64239994
hs11 64769870 65011116
hs11 95454157 95472813
hs12 130163590 130242732
hs13 65939891 66193481
hs13 69493690 69538063
hs13 84616436 84869540
hs13 89078620 89597586
hs14 44102541 44178616
hs14 61642463 61804085
hs14 84772902 84837045
hs15 64972986 65060948
hs16 22513379 22620282
hs16 6623718 6852974
hs16 4765922 5150981
hs16 58195603 58409144
hs16 75101609 75683063
hs17 30563353 30642714
hs18 1753379 1840254
hs18 63855650 63908913
hs18 68919651 69057023
hs19 20212706 20384170
hs19 47751266 48361325
hs19 47424981 48361325
hs19 47683129 48360867
hs19 59779270 59936708
hs20 14851206 14956995
hs20 14647810 14874297
hs22 17119632 17268458
hs22 20759607 21442582
hs1 1142956 1147823
hs1 2573419 2579758
hs1 2573767 2580949
hs1 2574506 2576192
hs1 2594341 2598916
hs1 2600428 2606129
hs1 2607837 2613499
hs1 2610167 2612535
hs1 2612675 2618697
hs1 2612977 2615742
hs1 2613789 2622864
hs1 3749765 3751122
hs1 7778984 7787527
hs1 8500203 8503822
hs1 9685183 9688695
hs1 10405068 10406366
hs1 15373466 15383249
hs1 16682453 16684183
hs1 16765080 16766617
hs1 16783342 16789645
hs1 16882144 16885334
hs1 16882158 16885348
hs1 21300656 21303960
hs1 22472667 22481250
hs1 22777075 22778172
hs1 23763647 23767838
hs1 23876065 23879493
hs1 24831331 24839597
hs1 25031291 25034112
hs1 28950199 28952457
hs1 31449037 31450756
hs1 31504561 31513729
hs1 32891848 32896738
hs1 33643387 33649647
hs1 36442938 36447154
hs1 40161162 40168129
hs1 40794272 40801210
hs1 41171348 41172556
hs1 43864440 43866796
hs1 46586130 46592914
hs1 50257596 50260873
hs1 51798132 51802312
hs1 53591521 53592861
hs1 61732093 61735957
hs1 63254630 63258935
hs1 64960097 64965173
hs1 65946974 65950272
hs1 66601844 66603938
hs1 66851605 66853397
hs1 77070546 77077991
hs1 79866149 79873901
hs1 79994371 79995618
hs1 82665083 82672074
hs1 87847397 87854193
hs1 91208825 91215100
hs1 103418204 103427873
hs1 103519977 103523370
hs1 109988741 109992972
hs1 112793533 112796480
hs1 113412863 113415317
hs1 115681450 115686021
hs1 120689195 120697970
hs1 143804306 143808439
hs1 144073244 144077969
hs1 144073252 144077969
hs1 144073256 144077969
hs1 144074795 144077969
hs1 144076115 144077671
hs1 144761130 144767356
hs1 147981074 147984910
hs1 149031900 149039294
hs1 150056233 150063393
hs1 150480555 150490330
hs1 150547363 150551253
hs1 152777660 152779607
hs1 157134155 157136605
hs1 157134158 157136608
hs1 159767935 159769570
hs1 160743792 160745458
hs1 161574673 161581055
hs1 167874342 167880013
hs1 171075068 171076391
hs1 174503382 174506423
hs1 176821807 176827109
hs1 176916511 176924899
hs1 181054074 181063378
hs1 183081352 183087407
hs1 183081367 183087422
hs1 183587975 183591244
hs1 189590608 189597774
hs1 198924789 198934596
hs1 200182977 200188892
hs1 200200378 200203268
hs1 204766250 204775640
hs1 208144679 208152594
hs1 209516178 209520373
hs1 210537759 210539239
hs1 210537777 210539257
hs1 210913883 210921385
hs1 210992869 210994734
hs1 218985638 218989402
hs1 219281512 219282616
hs1 222646692 222655996
hs1 224124005 224127026
hs1 226821095 226823309
hs1 226822360 226824562
hs1 226822368 226824562
hs1 226838004 226840229
hs1 226838030 226840255
hs1 227879161 227887463
hs1 230525214 230526874
hs1 230815723 230817765
hs1 232385268 232386370
hs1 232572811 232576481
hs1 236769991 236771595
hs1 237533073 237537732
hs1 238382242 238384030
hs1 244353545 244355012
hs1 245917079 245923131
hs1 246760996 246767346
hs10 1572650 1574765
hs10 3977604 3981658
hs10 5929629 5932883
hs10 6755290 6760952
hs10 8166274 8167853
hs10 12843897 12846386
hs10 13389542 13393158
hs10 15043665 15046641
hs10 15566693 15572479
hs10 16275961 16282481
hs10 16275962 16282481
hs10 16601164 16608064
hs10 19826316 19830706
hs10 21570224 21574104
hs10 24409794 24413848
hs10 24579549 24583791
hs10 27038983 27042120
hs10 27505035 27507330
hs10 29126510 29128231
hs10 29959045 29964690
hs10 35136948 35146056
hs10 36259668 36261072
hs10 38235007 38236244
hs10 41705738 41707292
hs10 41705739 41707293
hs10 41713150 41714250
hs10 54314731 54318814
hs10 57671436 57672696
hs10 66299034 66306237
hs10 68728705 68736553
hs10 71953017 71956393
hs10 75043796 75051193
hs10 78224919 78228589
hs10 86466045 86467342
hs10 88313553 88318407
hs10 94124595 94127633
hs10 95088682 95097305
hs10 97673016 97676562
hs10 107376349 107381077
hs10 110865934 110874916
hs10 112553588 112558966
hs10 114102174 114106650
hs10 117487658 117494632
hs10 122121017 122127475
hs10 122990625 122991783
hs10 126719185 126727605
hs11 10713657 10719108
hs11 20623815 20630083
hs11 26385201 26390918
hs11 28095384 28100481
hs11 31923749 31925874
hs11 32075460 32076469
hs11 32942904 32944066
hs11 45950033 45955262
hs11 48324105 48330285
hs11 48403683 48413500
hs11 48557433 48560858
hs11 55347300 55357168
hs11 65422106 65429033
hs11 69091329 69092922
hs11 69660204 69662138
hs11 69664132 69669536
hs11 74182988 74184681
hs11 76065997 76074071
hs11 79153257 79158168
hs11 80843408 80852951
hs11 88038008 88041028
hs11 88602380 88603985
hs11 91602338 91605442
hs11 95641573 95643042
hs11 103308123 103312746
hs11 104283218 104284624
hs11 104554485 104556996
hs11 105179799 105181414
hs11 108291907 108298180
hs11 116783408 116792372
hs11 118862201 118871373
hs11 121852787 121854490
hs11 125054335 125060052
hs11 129221585 129226648
hs11 129341195 129344745
hs12 3177190 3178314
hs12 8908348 8909373
hs12 8974789 8976423
hs12 10612499 10614216
hs12 11450508 11459563
hs12 11978573 11986733
hs12 12632777 12642205
hs12 12794588 12798403
hs12 16301514 16303933
hs12 25096052 25104876
hs12 31613199 31622374
hs12 34098682 34108086
hs12 39795744 39799999
hs12 42263728 42265827
hs12 46994841 46996951
hs12 51586050 51591321
hs12 56268709 56269968
hs12 60621488 60627549
hs12 61316789 61319671
hs12 63520076 63525773
hs12 65285113 65290251
hs12 67467904 67475248
hs12 68472621 68476377
hs12 69495174 69498280
hs12 71431017 71434494
hs12 83270530 83277477
hs12 86664589 86668050
hs12 91209944 91211383
hs12 92505607 92508690
hs12 93471783 93473148
hs12 93743891 93753661
hs12 93955815 93961596
hs12 94112431 94113596
hs12 95089270 95094211
hs12 99641579 99642815
hs12 102715396 102717712
hs12 102903637 102904855
hs12 103220416 103225907
hs12 110956958 110961122
hs12 113567850 113571422
hs12 114561909 114564286
hs12 115571268 115572606
hs12 115673071 115675346
hs12 116125356 116127936
hs12 116178485 116179795
hs12 116663557 116671308
hs12 121754929 121759450
hs12 123850879 123853662
hs13 20640541 20644479
hs13 27588116 27594207
hs13 30780509 30790029
hs13 31425584 31426794
hs13 34119473 34126649
hs13 37955316 37958201
hs13 38832219 38833515
hs13 45214564 45219771
hs13 48849416 48851876
hs13 51246709 51248351
hs13 55972211 55973727
hs13 59096797 59103788
hs13 59525116 59533672
hs13 66299508 66301850
hs13 72602772 72604237
hs13 72715918 72717342
hs13 76879196 76880744
hs13 77895642 77896751
hs13 78193095 78201193
hs13 84638623 84640043
hs13 87440140 87442289
hs13 100692145 100694425
hs13 105290834 105294539
hs13 106853568 106861650
hs13 112566069 112567311
hs14 19688562 19691748
hs14 21035530 21044038
hs14 21364507 21368152
hs14 23541009 23543023
hs14 26011784 26021034
hs14 26948277 26954299
hs14 27939598 27941914
hs14 28087752 28097097
hs14 30466913 30468911
hs14 31339632 31344871
hs14 32616747 32618283
hs14 34022237 34025545
hs14 34399507 34405444
hs14 34577467 34579273
hs14 38701823 38703074
hs14 38768151 38777748
hs14 39168143 39169964
hs14 39168161 39169982
hs14 48592539 48602132
hs14 53780097 53783435
hs14 54582531 54587481
hs14 54874539 54876872
hs14 63883695 63888290
hs14 67569373 67572964
hs14 67866471 67867837
hs14 68402582 68405422
hs14 71100972 71103926
hs14 71274657 71278823
hs14 77065739 77071029
hs14 79176042 79184802
hs14 83439981 83440985
hs14 83733863 83741261
hs14 83927753 83930194
hs14 84263822 84267492
hs14 84400941 84402717
hs14 85213147 85220123
hs14 86512662 86516297
hs14 87248465 87249825
hs14 87731137 87733669
hs14 92513649 92514885
hs14 94638002 94644051
hs14 96277217 96279452
hs14 103003788 103006149
hs14 103017875 103021341
hs14 104647716 104650640
hs14 105880472 105889022
hs15 20375762 20381664
hs15 20608316 20615821
hs15 27408861 27415637
hs15 32489310 32494555
hs15 33947423 33949507
hs15 36372612 36379191
hs15 41241937 41246047
hs15 41562269 41565066
hs15 42172848 42177610
hs15 46531586 46536922
hs15 55428740 55438435
hs15 55428740 55438437
hs15 55709477 55718704
hs15 56952173 56961672
hs15 57060403 57061750
hs15 60493388 60495087
hs15 61550443 61551456
hs15 62720487 62721603
hs15 64443515 64445989
hs15 66044049 66046314
hs15 66213075 66215999
hs15 68808894 68814562
hs15 68851911 68853938
hs15 70767826 70771698
hs15 71082778 71088221
hs15 76581214 76588277
hs15 78911758 78918685
hs15 83463717 83472287
hs15 83904395 83906823
hs15 84325620 84328982
hs15 86253856 86260898
hs15 87690115 87696586
hs15 88378711 88382943
hs15 88489235 88496330
hs15 88596293 88598424
hs15 91107423 91117320
hs15 95846987 95852557
hs15 96659850 96661330
hs16 1239048 1246686
hs16 1307137 1311765
hs16 8651185 8652744
hs16 11041889 11048374
hs16 14317426 14318627
hs16 18996428 19004770
hs16 19776589 19779910
hs16 26824422 26826998
hs16 28108442 28116224
hs16 29010895 29012713
hs16 29795299 29801918
hs16 30727991 30731618
hs16 44948175 44949343
hs16 44948917 44952026
hs16 44954535 44960342
hs16 44984664 44992400
hs16 44992430 45000818
hs16 52150777 52156676
hs16 55172686 55174527
hs16 57204692 57207765
hs16 58994522 58996802
hs16 67330369 67331573
hs16 67800165 67802161
hs16 68653098 68655095
hs16 69418137 69426279
hs16 69493393 69495880
hs16 69535301 69537395
hs16 70567681 70568960
hs16 73635206 73639358
hs16 75764240 75768306
hs16 75807158 75809976
hs16 76210666 76216793
hs16 79841705 79845417
hs16 84002185 84003833
hs16 86670233 86673164
hs16 86670237 86673168
hs17 2267130 2274164
hs17 2406365 2410419
hs17 2736199 2739908
hs17 5684146 5692038
hs17 8304205 8310973
hs17 9209018 9210166
hs17 10827584 10836460
hs17 16057549 16060825
hs17 18570047 18578498
hs17 18731879 18732903
hs17 19596078 19602940
hs17 21261871 21263413
hs17 23272972 23274734
hs17 25495407 25498957
hs17 26796748 26799536
hs17 37955040 37961266
hs17 39673986 39675990
hs17 39945096 39946338
hs17 40103453 40110442
hs17 43537710 43545092
hs17 44314280 44322796
hs17 45181826 45182888
hs17 45955070 45962857
hs17 50384915 50391090
hs17 52552211 52556883
hs17 59307651 59315399
hs17 59725660 59729432
hs17 60465291 60474901
hs17 60525585 60535356
hs17 63109768 63114916
hs17 63411224 63415901
hs17 66851440 66857293
hs17 66988602 66996806
hs17 68804740 68807188
hs17 68811406 68816772
hs17 70824627 70827123
hs17 72859930 72863658
hs17 76643979 76650702
hs18 3492644 3498567
hs18 3492645 3498568
hs18 4259350 4266170
hs18 5314646 5316244
hs18 11499706 11501474
hs18 11669607 11671299
hs18 12415482 12416552
hs18 12581993 12583952
hs18 12875273 12880021
hs18 13649843 13653204
hs18 17437257 17441294
hs18 17791293 17795405
hs18 18905068 18910922
hs18 21033944 21039103
hs18 24508543 24514665
hs18 26950271 26955120
hs18 26993026 26999910
hs18 26993026 27002056
hs18 27769530 27770863
hs18 32027290 32035624
hs18 32347988 32353916
hs18 38891779 38899181
hs18 48742064 48743491
hs18 50206962 50210957
hs18 50206967 50210962
hs18 52080025 52081996
hs18 52374139 52383706
hs18 53653454 53654524
hs18 54847386 54855869
hs18 55516873 55526737
hs18 55516873 55526762
hs18 55553980 55562742
hs18 55553980 55562747
hs18 55614674 55624505
hs18 59291511 59300913
hs18 61300318 61302041
hs18 61917854 61920186
hs18 68479688 68484483
hs18 68917641 68920240
hs18 69092571 69098685
hs18 71072490 71078734
hs18 73288111 73297822
hs18 74169674 74173564
hs18 75158735 75159972
hs19 311057 312400
hs19 924126 929272
hs19 1494371 1496308
hs19 3124380 3126819
hs19 4460338 4461377
hs19 8724851 8732344
hs19 8733767 8740067
hs19 8745302 8750615
hs19 9083945 9086121
hs19 9129373 9136643
hs19 9576769 9586516
hs19 10732521 10736637
hs19 12095688 12099487
hs19 14494320 14496657
hs19 16037883 16039993
hs19 21417637 21420273
hs19 21417637 21426681
hs19 21610799 21620561
hs19 23257033 23258677
hs19 23790633 23799222
hs19 35080645 35084954
hs19 37670765 37672073
hs19 39037820 39041611
hs19 40882496 40885771
hs19 41356681 41358859
hs19 43318659 43320603
hs19 44711329 44719696
hs19 47138086 47141859
hs19 50110835 50113137
hs19 52038581 52039656
hs19 53792730 53799405
hs19 56098662 56100237
hs19 59717591 59726858
hs19 61855309 61861853
hs2 85577 90694
hs2 388729 390495
hs2 1327894 1329029
hs2 4707248 4712445
hs2 5253883 5263484
hs2 6317960 6319644
hs2 6536220 6539739
hs2 9651490 9660442
hs2 18769631 18770832
hs2 23629154 23634784
hs2 23882183 23884189
hs2 30718793 30723039
hs2 33804659 33812939
hs2 34377161 34379225
hs2 38569262 38571464
hs2 39530138 39535387
hs2 41118288 41121199
hs2 41647855 41654389
hs2 45394448 45399707
hs2 46855338 46859625
hs2 46867372 46868838
hs2 49352447 49362068
hs2 53411588 53413281
hs2 65437197 65442901
hs2 69570104 69573794
hs2 84028371 84033479
hs2 85714510 85720126
hs2 88810362 88813415
hs2 97181561 97185934
hs2 101687485 101690106
hs2 103849222 103855334
hs2 106307605 106310708
hs2 107521308 107522435
hs2 112433030 112435200
hs2 121162324 121167707
hs2 126159718 126168301
hs2 132759518 132767427
hs2 136577327 136579835
hs2 137304456 137312861
hs2 139077145 139079095
hs2 141866521 141871152
hs2 144958251 144962708
hs2 146448174 146449492
hs2 153860306 153866069
hs2 157125824 157133748
hs2 159857364 159859894
hs2 164251791 164253929
hs2 165722940 165724990
hs2 169813362 169819408
hs2 176054929 176060981
hs2 178530892 178540173
hs2 183747311 183753230
hs2 183794134 183801673
hs2 188360896 188363219
hs2 190434734 190437628
hs2 192083440 192084820
hs2 194397748 194407011
hs2 196024484 196031412
hs2 202775915 202779024
hs2 203553631 203559836
hs2 205627406 205629882
hs2 208180663 208185055
hs2 208180663 208185056
hs2 212443393 212445949
hs2 213563633 213573221
hs2 214297771 214301845
hs2 214582951 214584460
hs2 216798189 216800756
hs2 220926276 220931807
hs2 221698243 221705100
hs2 224459707 224464343
hs2 224592727 224599367
hs2 226633187 226637409
hs2 228185283 228193821
hs2 232273581 232278063
hs2 238565004 238567490
hs2 240550331 240556069
hs20 126747 130573
hs20 573906 575159
hs20 749160 755915
hs20 1337144 1338814
hs20 2376630 2384455
hs20 2751148 2754409
hs20 2751163 2754424
hs20 2958205 2959322
hs20 3056283 3065149
hs20 4656450 4658959
hs20 4886550 4894612
hs20 4967904 4969123
hs20 6315156 6319517
